Partida,Cód. Artículo,Descripción,Descripción depósito,Saldo stock sistema,Saldo stock fisico
1808-00046,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1808-00047,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1808-00048,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1808-00049,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1808-00050,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1808-00051,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,0.0,0.0
1808-00052,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1808-00053,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1808-00054,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1808-00054,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",VENCIDO,0.0,0.0
1808-00055,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
1808-00056,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1808-00057,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1808-00057,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1808-00058,IE3708/3M,"Impl SIMPLE Ø3,75 x 8,5",STOCK,0.0,0.0
1808-00058,IE3708/3M,"Impl SIMPLE Ø3,75 x 8,5",VENCIDO,0.0,0.0
1808-00059,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1808-00059,IHS3508IM,"Impl HS  Ø3,5 x 8,5",VENCIDO,0.0,0.0
1808-00060,IA4313PS35IM,"Imp AN PS3,5 - Ø4,3 x 13 CI",STOCK,0.0,0.0
1808-00060,IA4313PS35IM,"Imp AN PS3,5 - Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1808-00061,IA4310PS35IM,"Imp AN PS3,5 - Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00070,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1808-00070,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",VENCIDO,0.0,0.0
1808-00071,IHS4213/3M,"Impl HS-IH   Ø4,3 x 13",STOCK,0.0,0.0
1808-00072,IE3311/3M,"Impl SIMPLE Ø3,3 x 11,5",STOCK,0.0,0.0
1808-00073,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
1808-00074,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,0.0,0.0
1808-00074,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",VENCIDO,0.0,0.0
1808-00075,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1808-00076,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00077,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1808-00078,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1808-00079,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1808-00080,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1808-00080,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1808-00081,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00081,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1808-00082,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
1808-00085,IA4310PS35IM,"Imp AN PS3,5 - Ø4,3 x 10 CI",STOCK,0.0,0.0
1808-00085,IA4310PS35IM,"Imp AN PS3,5 - Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1808-00086,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1808-00087,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1808-00087,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",VENCIDO,0.0,0.0
1809-00013,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,0.0,0.0
1809-00013,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
1809-00016,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",STOCK,0.0,0.0
1809-00016,IE4210/3M,"Impl SIMPLE Ø4,2 x 10",VENCIDO,0.0,0.0
1809-00017,IE3308/3M,"Impl SIMPLE Ø3,3 x 8,5",STOCK,0.0,0.0
1809-00018,IHS4215/3M,"Impl HS-IH   Ø4,3 x 15",STOCK,0.0,0.0
1809-00018,IHS4215/3M,"Impl HS-IH   Ø4,3 x 15",VENCIDO,0.0,0.0
1809-00019,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1809-00020,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",STOCK,0.0,0.0
1809-00020,IA4316/2M,"Impl ANATOMIC Ø4,3 x 16 CI",VENCIDO,0.0,0.0
1809-00021,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1809-00021,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
1809-00022,IHS5010/3M,Impl HS-IH   Ø5.0 x 10,STOCK,0.0,0.0
1809-00022,IHS5010/3M,Impl HS-IH   Ø5.0 x 10,VENCIDO,0.0,0.0
1809-00023,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
1809-00023,IHS3515IM,"Impl HS  Ø3,5 x 15",VENCIDO,0.0,0.0
1809-00024,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
1809-00024,IHS5008IM,"Impl HS  Ø5 x 8,5",VENCIDO,0.0,0.0
1809-00025,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1809-00025,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,1.0,0.0
1809-00026,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1809-00027,IH4311PS35IM,"Impl HS PS3,5 -  Ø4,3 x 11,5",STOCK,0.0,0.0
1809-00028,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",STOCK,0.0,0.0
1809-00028,IE4211/3M,"Impl SIMPLE Ø4,2 x 11,5",VENCIDO,0.0,0.0
1809-00029,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1809-00030,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,0.0,0.0
1809-00030,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",VENCIDO,0.0,0.0
1809-00036,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1809-00038,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",STOCK,0.0,0.0
1809-00038,IE4206/3M,"Impl SHORTY Ø4,2 x 6,5",VENCIDO,2.0,0.0
1809-00039,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1809-00046,IS4015/1M,Impl RAPID Ø4 x 15,STOCK,0.0,0.0
1809-00046,IS4015/1M,Impl RAPID Ø4 x 15,VENCIDO,1.0,0.0
1809-00047,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1809-00048,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
1809-00048,IHS4308IM,"Impl HS  Ø4,3 x 8,5",VENCIDO,0.0,0.0
1809-00049,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1809-00049,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",VENCIDO,0.0,0.0
1809-00050,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1809-00050,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1809-00051,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1809-00051,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
1809-00052,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1809-00053,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1809-00054,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1809-00055,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1809-00055,IS3713/1M,"Impl RAPID Ø3,75 x 13",VENCIDO,0.0,0.0
1809-00056,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",STOCK,0.0,0.0
1809-00056,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",VENCIDO,1.0,0.0
1809-00057,IE3310/3M,"Impl SIMPLE Ø3,3 x 10",STOCK,0.0,0.0
1809-00058,IS3310/1M,"Impl RAPID Ø3,3 x 10",STOCK,0.0,0.0
1809-00059,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1809-00059,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1809-00060,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1809-00061,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1809-00061,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",VENCIDO,0.0,0.0
1809-00062,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1809-00063,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1809-00063,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1809-00064,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1809-00065,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1810/00001,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
1810-00001,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
1810-00002,IA4310/3M,"Implante Anat Ø 4,3 x 10 I.H.",STOCK,0.0,0.0
1810-00002,IA4310/3M,"Implante Anat Ø 4,3 x 10 I.H.",VENCIDO,0.0,0.0
1810-00008,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",STOCK,0.0,0.0
1810-00008,IA3516/1M,"Impl ANATOMIC Ø3,5 x 16 CE",VENCIDO,0.0,0.0
1810-00009,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1810-00010,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
1810-00011,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1810-00011,IS3710/1M,"Impl RAPID Ø3,75 x 10",VENCIDO,0.0,0.0
1810-00012,IA3711/3M,"Implante Anat Ø 3,7 x11.5 I.H.",STOCK,0.0,0.0
1810-00013,IA3711/3M,"Implante Anat Ø 3,7 x11.5 I.H.",STOCK,0.0,0.0
1810-00014,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1810-00015,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",STOCK,0.0,0.0
1810-00015,IA5013/1M,"Impl ANATOMIC Ø 5,1 x 13 CE",VENCIDO,1.0,0.0
1810-00016,IS4010/1M,Impl RAPID Ø4 x 10,STOCK,0.0,0.0
1810-00016,IS4010/1M,Impl RAPID Ø4 x 10,VENCIDO,0.0,0.0
1810-00017,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
1810-00017,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",VENCIDO,1.0,0.0
1810-00018,IHS4211/3M,"Impl HS-IH   Ø4,3 x 11.5",STOCK,0.0,0.0
1810-00019,IS4011/1M,"Impl RAPID Ø4 x 11,5",STOCK,0.0,0.0
1810-00020,IS4007/1M,Impl RAPID Ø4 x 7,STOCK,0.0,0.0
1810-00020,IS4007/1M,Impl RAPID Ø4 x 7,VENCIDO,0.0,0.0
1810-00021,IE5011/3M,"Impl SIMPLE Ø 5,0 x 11,5",STOCK,0.0,0.0
1810-00021,IE5011/3M,"Impl SIMPLE Ø 5,0 x 11,5",VENCIDO,0.0,0.0
1810-00022,IA4316/1M,"Impl ANATOMIC Ø4,3 x 16 CE",STOCK,0.0,0.0
1810-00023,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1810-00023,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1810-00024,IS3308/1M,"Impl RAPID Ø3,3 x 8,5",STOCK,0.0,0.0
1810-00025,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1810-00025,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1810-00026,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1810-00026,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",VENCIDO,0.0,0.0
1810-00027,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1810-00027,IHS4311IM,"Impl HS  Ø4,3 x 11,5",VENCIDO,0.0,0.0
1810-00029,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
1810-00030,IA4313/3M,"Implante Anat Ø 4,3 x 13 I.H.",STOCK,0.0,0.0
1810-00030,IA4313/3M,"Implante Anat Ø 4,3 x 13 I.H.",VENCIDO,0.0,0.0
1810-00031,IA4311/3M,"Implante Anat Ø 4,3 x11,5 I.H.",STOCK,0.0,0.0
1810-00031,IA4311/3M,"Implante Anat Ø 4,3 x11,5 I.H.",VENCIDO,0.0,0.0
1810-00034,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1810-00034,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",VENCIDO,0.0,0.0
1810-00035,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1810-00035,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",VENCIDO,0.0,0.0
1810-00036,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1810-00037,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",STOCK,0.0,0.0
1810-00037,IA5010/2M,"Impl ANATOMIC Ø 5,0 x 10 CI",VENCIDO,0.0,0.0
1810-00039,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",STOCK,0.0,0.0
1810-00039,IA5011/2M,"Impl ANATOMIC Ø 5,0 x 11,5 CI",VENCIDO,0.0,0.0
1810-00041,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1810-00042,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1810-00043,IS3307/1M,"Impl RAPID Ø3,3 x 7",STOCK,0.0,0.0
1810-00043,IS3307/1M,"Impl RAPID Ø3,3 x 7",VENCIDO,0.0,0.0
1810-00044,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1810-00045,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",STOCK,1.0,0.0
1810-00045,IA4313/1M,"Impl ANATOMIC Ø4,3 x 13 CE",VENCIDO,0.0,0.0
1810-00046,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1810-00047,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",STOCK,0.0,0.0
1810-00047,IA4311/2M,"Impl ANATOMIC Ø4,3 x 11,5 CI",VENCIDO,0.0,0.0
1810-00048,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",STOCK,0.0,0.0
1810-00048,IA4308/1M,"Impl ANATOMIC Ø4,3 x 8 CE",VENCIDO,0.0,0.0
1810-00052,IA3710/3M,"Implante Anat Ø 3,7 x 10 I.H.",STOCK,0.0,0.0
1810-00061,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1810-00061,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",VENCIDO,0.0,0.0
1810-00062,IHS3715/3M,"Impl HS-IH   Ø3,75 x 15",STOCK,0.0,0.0
1810-00063,IE4208/3M,"Impl SIMPLE Ø4,2 x 8,5",STOCK,0.0,0.0
1810-00063,IE4208/3M,"Impl SIMPLE Ø4,2 x 8,5",VENCIDO,0.0,0.0
1810-00064,IS5010/1M,"Impl RAPID Ø 5,1 x 10",STOCK,0.0,0.0
1810-00064,IS5010/1M,"Impl RAPID Ø 5,1 x 10",VENCIDO,0.0,0.0
1810-00065,IHS3515IM,"Impl HS  Ø3,5 x 15",STOCK,0.0,0.0
1810-00066,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",STOCK,0.0,0.0
1810-00066,IHS4210/3M,"Impl HS-IH   Ø4,3 x 10",VENCIDO,0.0,0.0
1810-00067,IHS5010IM,Impl HS  Ø5 x 10,STOCK,0.0,0.0
1810-00068,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",STOCK,0.0,0.0
1810-00068,IS5011/1M,"Impl RAPID Ø 5,1 x 11,5",VENCIDO,2.0,0.0
1810-00069,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1810-00069,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",VENCIDO,0.0,0.0
1811-00001,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1811-00002,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
1811-00002,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1811-00003,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1811-00003,IHS3513IM,"Impl HS  Ø3,5 x 13",VENCIDO,0.0,0.0
1811-00004,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1811-00005,IA3713/3M,"Implante Anat Ø 3,7 x 13 I.H.",STOCK,0.0,0.0
1811-00005,IA3713/3M,"Implante Anat Ø 3,7 x 13 I.H.",VENCIDO,0.0,0.0
1811-00006,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1811-00007,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1811-00008,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1811-00009,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1811-00009,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",VENCIDO,1.0,0.0
1811-00010,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1811-00010,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1811-000105,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1811-00011,IE5008/3M,"Impl SIMPLE Ø 5,0 x 8,5",STOCK,0.0,0.0
1811-00012,IE3315/3M,"Impl SIMPLE Ø3,3 x 15",STOCK,0.0,0.0
1811-00012,IE3315/3M,"Impl SIMPLE Ø3,3 x 15",VENCIDO,0.0,0.0
1811-00013,IE3715/3M,"Impl SIMPLE Ø3,75 x 15",STOCK,0.0,0.0
1811-00014,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1811-00015,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
1811-00015,IS4008/1M,"Impl RAPID Ø4 x 8,5",VENCIDO,0.0,0.0
1811-00016,IHS3513IM,"Impl HS  Ø3,5 x 13",STOCK,0.0,0.0
1811-00017,IA5010/3M,Implante Anat Ø 5 x 10 I.H.,STOCK,0.0,0.0
1811-00017,IA5010/3M,Implante Anat Ø 5 x 10 I.H.,VENCIDO,0.0,0.0
1811-00018,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",STOCK,0.0,0.0
1811-00018,IA4310/1M,"Impl ANATOMIC Ø4,3 x 10 CE",VENCIDO,0.0,0.0
1811-00019,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1811-00019,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",VENCIDO,0.0,0.0
1811-00020,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1811-00021,IA3513/1M,"Impl ANATOMIC Ø3,5 x 13 CE",STOCK,0.0,0.0
1811-00034,IS3708/1M,"Impl RAPID Ø3,75 x 8,5",STOCK,0.0,0.0
1811-00035,IE3715/3M,"Impl SIMPLE Ø3,75 x 15",STOCK,0.0,0.0
1811-00035,IE3715/3M,"Impl SIMPLE Ø3,75 x 15",VENCIDO,0.0,0.0
1811-00036,IA3511/2M,"Impl ANATOMIC Ø3,5 x 11,5 CI",STOCK,0.0,0.0
1811-00037,IHS4313IM,"Impl HS  Ø4,3 x 13",STOCK,0.0,0.0
1811-00037,IHS4313IM,"Impl HS  Ø4,3 x 13",VENCIDO,0.0,0.0
1811-00038,IHS4308IM,"Impl HS  Ø4,3 x 8,5",STOCK,0.0,0.0
1811-00039,IS3713/1M,"Impl RAPID Ø3,75 x 13",STOCK,0.0,0.0
1811-00040,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1811-00041,IS3711/1M,"Impl RAPID Ø3,75 x 11,5",STOCK,0.0,0.0
1811-00042,IHS3708/3M,"Impl HS-IH   Ø3,75 x 8,5",STOCK,0.0,0.0
1811-00043,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
1811-00044,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1811-00045,IHS4311IM,"Impl HS  Ø4,3 x 11,5",STOCK,0.0,0.0
1811-00046,IA3510/2M,"Impl ANATOMIC Ø3,5 x 10 CI",STOCK,0.0,0.0
1811-00047,IHS3510IM,"Impl HS  Ø3,5 x 10",STOCK,0.0,0.0
1811-00048,IA5010/3M,Implante Anat Ø 5 x 10 I.H.,STOCK,0.0,0.0
1811-00048,IA5010/3M,Implante Anat Ø 5 x 10 I.H.,VENCIDO,0.0,0.0
1811-00051,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1811-00052,IHS3511IM,"Impl HS  Ø3,5 x 11,5",STOCK,0.0,0.0
1811-00053,IE5013/3M,"Impl SIMPLE Ø 5,0 x 13",STOCK,0.0,0.0
1811-00053,IE5013/3M,"Impl SIMPLE Ø 5,0 x 13",VENCIDO,0.0,0.0
1811-00054,IE5013/3M,"Impl SIMPLE Ø 5,0 x 13",VENCIDO,6.0,0.0
1811-00054,IE5015/3M,"Impl SIMPLE Ø 5,0 x 15",STOCK,0.0,0.0
1811-00054,IE5015/3M,"Impl SIMPLE Ø 5,0 x 15",VENCIDO,0.0,0.0
1811-00055,IA3513/2M,"Impl ANATOMIC Ø3,5 x 13 CI",STOCK,0.0,0.0
1811-00056,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1811-00057,IE3710/3M,"Impl SIMPLE Ø3,75 x 10",STOCK,0.0,0.0
1811-00058,IS3311/1M,"Impl RAPID Ø3,3 x 11,5",STOCK,0.0,0.0
1811-00059,IE3711/3M,"Impl SIMPLE Ø3,75 x 11,5",STOCK,0.0,0.0
1811-00060,IHS3711/3M,"Impl HS-IH   Ø3,75 x 11,5",STOCK,0.0,0.0
1811-00061,IS5013/1M,"Impl RAPID Ø 5,1 x 13",STOCK,0.0,0.0
1811-00061,IS5013/1M,"Impl RAPID Ø 5,1 x 13",VENCIDO,0.0,0.0
1811-00069,IE5010/3M,"Impl SIMPLE Ø 5,0 x 10",STOCK,0.0,0.0
1811-00070,IA4308/2M,"Impl ANATOMIC Ø4,3 x 8 CI",STOCK,0.0,0.0
1811-00071,IHS3508IM,"Impl HS  Ø3,5 x 8,5",STOCK,0.0,0.0
1811-00075,IHS4315IM,"Impl HS  Ø4,3 x 15",STOCK,0.0,0.0
1811-00075,IHS4315IM,"Impl HS  Ø4,3 x 15",VENCIDO,0.0,0.0
1811-00078,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",STOCK,0.0,0.0
1811-00078,IA3508/2M,"Impl ANATOMIC Ø3,5 x 8 CI",VENCIDO,0.0,0.0
1811-00083,IS4008/1M,"Impl RAPID Ø4 x 8,5",STOCK,0.0,0.0
1811-00083,IS4008/1M,"Impl RAPID Ø4 x 8,5",VENCIDO,0.0,0.0
1811-00095,IE5013/3M,"Impl SIMPLE Ø 5,0 x 13",STOCK,0.0,0.0
1811-00095,IE5013/3M,"Impl SIMPLE Ø 5,0 x 13",VENCIDO,0.0,0.0
1811-00097,IA4308PS35IM,"Imp AN PS3,5 - Ø4,3 x 8 CI",STOCK,0.0,0.0
1811-00097,IA4308PS35IM,"Imp AN PS3,5 - Ø4,3 x 8 CI",VENCIDO,0.0,0.0
1811-00098,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1811-00099,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",STOCK,0.0,0.0
1811-00099,IA3510/1M,"Impl ANATOMIC Ø3,5 x 10 CE",VENCIDO,0.0,0.0
1811-00100,IA5008/2M,"Impl ANATOMIC Ø 5,0 x 8 CI",STOCK,0.0,0.0
1811-00101,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",STOCK,0.0,0.0
1811-00101,IS5008/1M,"Impl RAPID Ø 5,1 x 8,5",VENCIDO,0.0,0.0
1811-00102,IS3710/1M,"Impl RAPID Ø3,75 x 10",STOCK,0.0,0.0
1811-00103,IHS5008IM,"Impl HS  Ø5 x 8,5",STOCK,0.0,0.0
1811-00104,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1811-00105,IA4313/2M,"Impl ANATOMIC Ø4,3 x 13 CI",STOCK,0.0,0.0
1812-00001,IS4013/1M,Impl RAPID Ø4 x 13,STOCK,0.0,0.0
1812-00001,IS4013/1M,Impl RAPID Ø4 x 13,VENCIDO,0.0,0.0
1812-00002,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",STOCK,0.0,0.0
1812-00002,IA4310/2M,"Impl ANATOMIC Ø4,3 x 10 CI",VENCIDO,0.0,0.0
1812-00003,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1812-00004,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1812-00005,IHS3710/3M,"Impl HS-IH   Ø3,75 x 10",STOCK,0.0,0.0
1812-00006,IS4007/1M,Impl RAPID Ø4 x 7,STOCK,0.0,0.0
1812-00006,IS4007/1M,Impl RAPID Ø4 x 7,VENCIDO,0.0,0.0
1812-00010,IHS4310IM,"Impl HS  Ø4,3 x 10",STOCK,0.0,0.0
